DemandaID,Titulo,SquadID,StatusID,PrioridadeID,CategoriaID,ResponsavelID,DataAbertura,DataPrazo,DataFechamento
300,Análise de score de crédito #0300,2,3,2,4,5,2024-05-13,2024-05-28,2024-06-10
301,Atualização do fluxo de liquidação #0301,1,3,3,4,1,2024-05-07,2024-05-27,2024-05-21
302,Configuração de DR #0302,8,2,4,5,23,2024-06-11,2024-07-13,
303,Atualização de política de concessão #0303,2,3,3,5,4,2024-02-23,2024-03-18,2024-03-31
304,Validação de documentos KYC #0304,3,2,1,1,7,2025-05-03,2025-05-07,
305,Implementação de data quality #0305,5,3,3,1,14,2024-05-03,2024-05-27,2024-05-11
306,Atualização do fluxo de liquidação #0306,1,3,4,1,2,2024-11-02,2024-12-02,2024-12-16
307,Monitoramento de SLA por squad #0307,5,3,3,1,15,2024-01-09,2024-01-29,2024-02-09
308,Integração de API de Pagamentos #0308,1,2,3,4,1,2024-03-29,2024-04-17,
309,Catálogo de dados do domínio #0309,5,3,3,6,14,2024-05-23,2024-06-13,2024-06-10
310,Monitoramento de SLA por squad #0310,5,3,3,4,15,2024-01-28,2024-02-19,2024-02-04
311,Redução de abandono no cadastro #0311,3,2,3,4,7,2025-05-21,2025-06-14,
312,Automação de relatório executivo #0312,5,2,1,5,13,2025-01-04,2025-01-12,
313,Redesign do app mobile #0313,7,1,3,3,19,2025-04-27,2025-05-16,
314,Revisão de regras de aprovação #0314,1,2,2,5,2,2025-06-02,2025-06-14,
315,Integração com sistema legado #0315,6,2,3,2,18,2024-06-05,2024-06-27,
316,Monitoramento de SLA por squad #0316,5,3,2,4,15,2024-11-30,2024-12-14,2024-12-25
317,Implementação de data quality #0317,5,2,2,2,13,2024-02-29,2024-03-11,
318,Atualização do fluxo de liquidação #0318,1,1,3,1,3,2024-06-28,2024-07-17,
319,API Gateway para parceiros #0319,6,1,2,6,18,2025-06-13,2025-06-25,
320,Atualização de middleware #0320,6,3,4,4,16,2024-01-31,2024-03-04,2024-02-05
321,Versionamento de contratos de API #0321,6,1,3,1,17,2025-06-07,2025-06-30,
322,Dashboard de KPIs executivos #0322,5,3,3,1,13,2024-04-28,2024-05-19,2024-04-29
323,Correção de divergência em pagamentos #0323,1,3,3,5,1,2024-02-06,2024-03-01,2024-03-01
324,Integração com bureau de crédito #0324,2,3,1,2,6,2024-02-23,2024-02-28,2024-02-24
325,Correção de divergência em pagamentos #0325,1,3,3,1,2,2024-12-01,2024-12-20,2024-12-08
326,Catálogo de dados do domínio #0326,5,5,2,3,14,2025-01-12,2025-01-27,2025-02-08
327,Atualização de middleware #0327,6,3,2,1,17,2024-01-25,2024-02-05,2024-01-26
328,Implementar novo gateway #0328,1,3,3,4,3,2024-11-10,2024-11-29,2024-12-06
329,Implementação de IaC #0329,8,4,4,1,23,2024-04-05,2024-05-03,
330,Pipeline de dados de transações #0330,5,3,3,2,15,2024-03-27,2024-04-15,2024-04-09
331,Implementação de data quality #0331,5,3,1,4,13,2024-08-30,2024-09-06,2024-09-06
332,Integração com sistema legado #0332,6,5,3,2,17,2024-08-27,2024-09-15,2024-09-15
333,Implementar novo gateway #0333,1,5,2,3,2,2024-05-03,2024-05-16,2024-05-08
334,Análise de score de crédito #0334,2,3,2,1,6,2024-11-07,2024-11-15,2024-11-18
335,Versionamento de contratos de API #0335,6,3,4,2,16,2024-11-02,2024-12-04,2024-11-28
336,Implementação de MFA #0336,4,2,3,1,11,2024-04-14,2024-05-04,
337,Redesign do app mobile #0337,7,3,4,1,20,2025-01-16,2025-02-14,2025-02-12
338,Implementação de Pix agendado #0338,1,4,1,5,2,2024-05-11,2024-05-15,
339,Monitoramento de integrações #0339,6,3,2,5,16,2024-06-21,2024-07-05,2024-06-22
340,Catálogo de dados do domínio #0340,5,3,2,1,13,2024-10-08,2024-10-20,2024-10-18
341,Implementação de data quality #0341,5,1,3,3,15,2025-05-05,2025-05-23,
342,Implementar novo gateway #0342,1,5,2,5,3,2024-09-12,2024-09-20,2024-09-26
343,Dashboard de KPIs executivos #0343,5,3,3,5,15,2024-11-25,2024-12-19,2024-12-15
344,Atualização do fluxo de liquidação #0344,1,5,4,1,2,2025-01-01,2025-02-01,2025-01-23
345,Atualização de política de concessão #0345,2,3,4,5,4,2024-08-12,2024-09-15,2024-09-29
346,Revisão de regras de aprovação #0346,1,3,3,4,3,2025-01-02,2025-01-20,2025-01-07
347,Otimização de custos de cloud #0347,8,3,4,4,23,2024-11-12,2024-12-12,2024-11-20
348,Análise de score de crédito #0348,2,3,3,1,6,2024-07-25,2024-08-14,2024-08-05
349,Revisão de regras de aprovação #0349,1,3,3,5,1,2025-01-08,2025-01-27,2025-02-03
350,Otimização de conciliação bancária #0350,1,3,2,1,1,2025-03-23,2025-04-07,2025-04-01
351,Melhoria de acessibilidade #0351,7,3,3,2,21,2024-06-28,2024-07-22,2024-07-03
352,API Gateway para parceiros #0352,6,3,4,5,17,2024-02-03,2024-03-04,2024-03-14
353,Pipeline de dados de transações #0353,5,3,2,3,14,2024-03-20,2024-03-31,2024-03-31
354,Melhoria de acessibilidade #0354,7,2,3,4,20,2025-04-02,2025-04-20,
355,Monitoramento de integrações #0355,6,3,3,4,18,2024-01-02,2024-01-20,2024-01-23
356,Implementação de MFA #0356,4,2,3,3,10,2025-05-05,2025-05-26,
357,Documentação de APIs internas #0357,6,3,1,1,17,2024-04-17,2024-04-21,2024-04-24
358,Implementar novo gateway #0358,1,3,4,6,2,2025-05-09,2025-06-06,2025-05-29
359,Integração de API de Pagamentos #0359,1,3,2,1,1,2025-02-23,2025-03-07,2025-02-25
360,Validação de documentos KYC #0360,3,3,3,3,7,2025-01-04,2025-01-22,2025-01-20
361,Implementar novo gateway #0361,1,2,2,3,1,2025-04-29,2025-05-08,
362,Atualização de certificados SSL #0362,4,3,4,1,12,2025-01-31,2025-03-02,2025-02-06
363,Otimização de conciliação bancária #0363,1,3,3,1,2,2024-03-04,2024-03-24,2024-03-07
364,Melhoria no fluxo de boas-vindas #0364,3,3,3,6,9,2024-08-20,2024-09-07,2024-09-14
365,Automação de relatório executivo #0365,5,1,4,3,13,2025-05-02,2025-06-03,
366,API Gateway para parceiros #0366,6,5,3,5,18,2024-05-30,2024-06-18,2024-06-05
367,Atualização de middleware #0367,6,5,2,2,18,2025-03-21,2025-04-01,2025-03-31
368,Redução de abandono no cadastro #0368,3,3,3,4,7,2025-02-01,2025-02-25,2025-03-06
369,Redesign do app mobile #0369,7,3,1,4,21,2025-03-05,2025-03-09,2025-03-06
370,Catálogo de dados do domínio #0370,5,3,2,1,15,2024-12-18,2025-01-01,2024-12-28
371,Revisão de acessos privilegiados #0371,4,3,2,2,12,2025-02-15,2025-02-23,2025-03-07
372,Implementação de Pix agendado #0372,1,3,3,1,2,2024-01-21,2024-02-13,2024-01-30
373,Auditoria de logs de segurança #0373,4,5,3,1,10,2024-05-17,2024-06-08,2024-05-28
374,Atualização de middleware #0374,6,3,3,1,17,2024-08-04,2024-08-28,2024-09-11
375,Redução de fricção no checkout #0375,7,1,3,1,20,2025-06-02,2025-06-26,
376,Pipeline de dados de transações #0376,5,1,3,1,13,2024-02-29,2024-03-21,
377,Redesign do app mobile #0377,7,2,3,1,20,2025-06-01,2025-06-25,
378,Automação de relatório executivo #0378,5,3,2,3,14,2024-06-30,2024-07-15,2024-07-03
379,Redução de fricção no checkout #0379,7,1,3,4,20,2024-01-29,2024-02-22,
380,Automação de relatório executivo #0380,5,3,4,5,15,2024-08-18,2024-09-18,2024-08-19
381,Documentação de APIs internas #0381,6,3,3,1,16,2024-06-26,2024-07-14,2024-07-06
382,Otimização de custos de cloud #0382,8,3,3,2,23,2024-12-23,2025-01-17,2025-01-14
383,Otimização de performance UX #0383,7,3,3,1,21,2025-01-18,2025-02-09,2025-01-21
384,Implementação de IaC #0384,8,2,3,5,23,2024-11-01,2024-11-22,
385,Integração com bureau de crédito #0385,2,3,1,5,6,2025-02-17,2025-02-25,2025-03-08
386,Otimização de custos de cloud #0386,8,3,2,2,23,2024-02-06,2024-02-17,2024-02-17
387,Catálogo de dados do domínio #0387,5,3,3,5,14,2025-06-03,2025-06-25,2025-06-30
388,Otimização de conciliação bancária #0388,1,3,1,1,2,2024-07-06,2024-07-14,2024-07-10
389,Redução de fricção no checkout #0389,7,3,3,5,20,2024-09-23,2024-10-15,2024-09-25
390,Implementação de data quality #0390,5,4,3,3,14,2024-07-18,2024-08-06,
391,Implementação de data quality #0391,5,3,3,5,13,2024-05-20,2024-06-10,2024-06-25
392,Integração de API de Pagamentos #0392,1,3,4,1,1,2025-05-14,2025-06-16,2025-05-18
393,Análise de vulnerabilidades #0393,4,3,2,4,12,2024-06-11,2024-06-26,2024-06-29
394,Validação de documentos KYC #0394,3,1,3,2,8,2025-01-27,2025-02-14,
395,API Gateway para parceiros #0395,6,3,4,5,18,2024-07-14,2024-08-11,2024-07-22
396,Versionamento de contratos de API #0396,6,2,2,1,17,2025-05-30,2025-06-11,
397,Atualização do fluxo de liquidação #0397,1,4,4,3,3,2024-12-11,2025-01-14,
398,Validação de documentos KYC #0398,3,1,4,2,7,2024-06-17,2024-07-21,
399,Documentação de APIs internas #0399,6,1,2,4,18,2025-05-31,2025-06-10,
400,Pipeline de dados de transações #0400,5,3,1,5,14,2024-02-19,2024-02-22,2024-02-20
401,Documentação de APIs internas #0401,6,3,3,2,18,2024-09-15,2024-10-10,2024-10-07
402,Otimização de conciliação bancária #0402,1,3,3,1,3,2024-10-03,2024-10-23,2024-11-01
403,Governança de dados mestres #0403,5,3,2,4,14,2024-07-22,2024-08-02,2024-08-06
404,Integração com sistema legado #0404,6,3,2,1,17,2024-07-31,2024-08-15,2024-08-11
405,Design system atualizado #0405,7,3,4,4,19,2024-04-02,2024-05-01,2024-04-11
406,Revisão de limites automáticos #0406,2,3,4,1,5,2024-02-21,2024-03-21,2024-04-04
407,Validação de documentos KYC #0407,3,1,3,2,7,2024-04-07,2024-04-25,
408,Implementação de data quality #0408,5,3,2,2,14,2024-10-01,2024-10-10,2024-10-03
409,Validação de documentos KYC #0409,3,3,3,4,9,2025-05-04,2025-05-28,2025-05-30
410,Monitoramento de integrações #0410,6,4,1,5,16,2024-04-16,2024-04-25,
411,Versionamento de contratos de API #0411,6,4,3,1,17,2025-01-02,2025-01-20,
412,Integração com sistema legado #0412,6,3,4,3,17,2024-04-25,2024-05-29,2024-05-16
413,Integração com sistema legado #0413,6,3,3,4,18,2024-08-17,2024-09-09,2024-09-06
414,Jornada de cadastro digital #0414,3,3,3,3,9,2025-01-29,2025-02-18,2025-02-18
415,Implementar novo gateway #0415,1,1,4,3,2,2025-05-22,2025-06-21,
416,Redução de abandono no cadastro #0416,3,3,2,1,9,2024-08-16,2024-08-30,2024-08-24
417,Integração com sistema legado #0417,6,5,3,5,17,2024-11-19,2024-12-08,2024-12-09
418,Otimização do onboarding mobile #0418,3,3,1,3,7,2024-11-07,2024-11-13,2024-11-10
419,Redesign do app mobile #0419,7,3,4,4,20,2025-04-29,2025-06-01,2025-05-14
420,Validação de documentos KYC #0420,3,1,4,6,8,2025-01-17,2025-02-15,
