DemandaID,Titulo,Squad,Area,StatusNome,PrioridadeNome,Nivel,SLA_Dias,CategoriaNome,Responsavel,DataAbertura,DataPrazo,DataFechamento
166,Dashboard de inadimplência #0166,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Melhoria,Diego Rocha,2024-04-23,2024-05-18,2024-05-10
167,Análise de score de crédito #0167,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Manutenção,Felipe Santos,2024-12-27,2025-01-07,2025-01-07
168,Implementação de data quality #0168,Squad Dados,Data & Analytics,Em Andamento,Média,3,20,Compliance,Olivia Castro,2025-06-03,2025-06-21,
169,Otimização de conciliação bancária #0169,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Manutenção,Carla Mendes,2024-01-17,2024-02-09,2024-02-08
170,Implementação de Pix agendado #0170,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Ana Silva,2024-02-15,2024-03-09,2024-03-12
171,Versionamento de contratos de API #0171,Squad Integrações,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Bug,Sergio Dias,2024-07-05,2024-07-25,
172,Configuração de DR #0172,Squad Infraestrutura,Tecnologia e Infraestrutura,Cancelado,Crítica,1,5,Desenvolvimento,Wagner Teixeira,2024-02-12,2024-02-20,2024-02-20
173,Correção de divergência em pagamentos #0173,Squad Pagamentos,Produtos Financeiros,Em Andamento,Média,3,20,Desenvolvimento,Ana Silva,2024-12-05,2024-12-27,
174,Otimização do onboarding mobile #0174,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Manutenção,Henrique Alves,2024-12-13,2025-01-02,2024-12-30
175,Atualização de middleware #0175,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Desenvolvimento,Sergio Dias,2024-07-03,2024-07-25,2024-07-25
176,Revisão de limites automáticos #0176,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Manutenção,Felipe Santos,2025-03-30,2025-04-22,2025-05-07
177,Dashboard de KPIs executivos #0177,Squad Dados,Data & Analytics,Concluído,Média,3,20,Melhoria,Marina Oliveira,2024-03-17,2024-04-10,2024-04-21
178,Implementação de IaC #0178,Squad Infraestrutura,Tecnologia e Infraestrutura,Em Andamento,Alta,2,10,Melhoria,Xenia Campos,2024-02-05,2024-02-15,
179,Pipeline de dados de transações #0179,Squad Dados,Data & Analytics,Cancelado,Média,3,20,Infraestrutura,Marina Oliveira,2024-06-06,2024-07-01,2024-07-01
180,Implementação de data quality #0180,Squad Dados,Data & Analytics,Cancelado,Média,3,20,Manutenção,Olivia Castro,2024-10-12,2024-11-02,2024-10-18
181,Implementação de data quality #0181,Squad Dados,Data & Analytics,Cancelado,Baixa,4,30,Desenvolvimento,Nelson Gomes,2025-04-01,2025-05-02,2025-05-01
182,Modelagem de risco de crédito #0182,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Diego Rocha,2025-03-31,2025-04-09,2025-04-15
183,Validação de documentos KYC #0183,Squad Onboarding,Experiência do Cliente,Concluído,Crítica,1,5,Melhoria,Henrique Alves,2024-06-10,2024-06-15,2024-06-11
184,Integração com sistema legado #0184,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Melhoria,Renata Barbosa,2025-01-12,2025-01-27,2025-01-22
185,Otimização de conciliação bancária #0185,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Bruno Costa,2025-02-24,2025-03-20,2025-03-07
186,Implementação de Pix agendado #0186,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Melhoria,Ana Silva,2024-07-05,2024-07-25,2024-07-26
187,Implementação de Pix agendado #0187,Squad Pagamentos,Produtos Financeiros,Cancelado,Alta,2,10,Desenvolvimento,Bruno Costa,2024-08-18,2024-08-31,2024-08-23
188,Atualização do fluxo de liquidação #0188,Squad Pagamentos,Produtos Financeiros,Concluído,Alta,2,10,Compliance,Bruno Costa,2024-05-08,2024-05-20,2024-05-19
189,Monitoramento de SLA por squad #0189,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Olivia Castro,2024-12-11,2024-12-29,2024-12-13
190,Documentação de APIs internas #0190,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Sergio Dias,2025-03-02,2025-03-10,2025-03-07
191,Monitoramento de infraestrutura #0191,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Média,3,20,Bug,Yuri Fernandes,2025-02-19,2025-03-13,2025-02-25
192,Validação de documentos KYC #0192,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Manutenção,Gabriela Lima,2024-11-16,2024-12-09,2024-12-16
193,API Gateway para parceiros #0193,Squad Integrações,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Desenvolvimento,Paulo Martins,2025-04-22,2025-05-11,
194,Correção de divergência em pagamentos #0194,Squad Pagamentos,Produtos Financeiros,Cancelado,Crítica,1,5,Infraestrutura,Carla Mendes,2025-03-04,2025-03-10,2025-03-24
195,Redesign do app mobile #0195,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Desenvolvimento,Tatiana Ramos,2025-05-25,2025-06-19,2025-05-26
196,Monitoramento de infraestrutura #0196,Squad Infraestrutura,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Compliance,Wagner Teixeira,2024-12-27,2025-01-14,
197,Governança de dados mestres #0197,Squad Dados,Data & Analytics,Concluído,Baixa,4,30,Bug,Nelson Gomes,2024-01-09,2024-02-07,2024-02-19
198,Monitoramento de integrações #0198,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Manutenção,Sergio Dias,2024-07-18,2024-08-10,2024-08-04
199,Migração de SOAP para REST #0199,Squad Integrações,Tecnologia e Infraestrutura,Cancelado,Alta,2,10,Compliance,Sergio Dias,2024-05-01,2024-05-11,2024-05-07
200,Atualização de servidores #0200,Squad Infraestrutura,Tecnologia e Infraestrutura,Aberto,Média,3,20,Desenvolvimento,Yuri Fernandes,2025-02-15,2025-03-05,
201,Migração de SOAP para REST #0201,Squad Integrações,Tecnologia e Infraestrutura,Aberto,Baixa,4,30,Melhoria,Paulo Martins,2025-06-11,2025-07-11,
202,Otimização do onboarding mobile #0202,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Melhoria,Henrique Alves,2024-12-10,2025-01-04,2024-12-11
203,Melhoria no fluxo de boas-vindas #0203,Squad Onboarding,Experiência do Cliente,Concluído,Alta,2,10,Manutenção,Henrique Alves,2024-01-28,2024-02-12,2024-02-10
204,Monitoramento de SLA por squad #0204,Squad Dados,Data & Analytics,Concluído,Média,3,20,Melhoria,Marina Oliveira,2025-01-24,2025-02-13,2025-02-12
205,Implementar novo gateway #0205,Squad Pagamentos,Produtos Financeiros,Concluído,Crítica,1,5,Manutenção,Ana Silva,2025-02-26,2025-03-04,2025-03-19
206,Design system atualizado #0206,Squad Experiência,Experiência do Cliente,Em Andamento,Média,3,20,Desenvolvimento,Tatiana Ramos,2025-06-15,2025-07-06,
207,Plano de resposta a incidentes #0207,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Média,3,20,Compliance,Karina Souza,2024-12-16,2025-01-08,2025-01-19
208,Versionamento de contratos de API #0208,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Melhoria,Paulo Martins,2024-10-12,2024-10-24,2024-10-29
209,Revisão de limites automáticos #0209,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Bug,Elena Ferreira,2025-05-06,2025-05-19,2025-05-31
210,Revisão de limites automáticos #0210,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Melhoria,Elena Ferreira,2024-12-19,2025-01-08,2024-12-22
211,Redesign do app mobile #0211,Squad Experiência,Experiência do Cliente,Cancelado,Média,3,20,Bug,Tatiana Ramos,2024-07-25,2024-08-16,2024-07-30
212,Implementação de data quality #0212,Squad Dados,Data & Analytics,Em Andamento,Média,3,20,Desenvolvimento,Olivia Castro,2024-08-19,2024-09-09,
213,Redução de abandono no cadastro #0213,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Bug,Gabriela Lima,2024-01-06,2024-01-26,2024-02-10
214,Implementação de MFA #0214,Squad Segurança,Tecnologia e Infraestrutura,Bloqueado,Alta,2,10,Compliance,Karina Souza,2024-10-19,2024-10-27,
215,Dashboard de KPIs executivos #0215,Squad Dados,Data & Analytics,Bloqueado,Alta,2,10,Bug,Marina Oliveira,2024-06-28,2024-07-12,
216,Redesign do app mobile #0216,Squad Experiência,Experiência do Cliente,Bloqueado,Crítica,1,5,Bug,Ulisses Faria,2024-07-09,2024-07-16,
217,Atualização de política de concessão #0217,Squad Crédito,Produtos Financeiros,Cancelado,Média,3,20,Infraestrutura,Elena Ferreira,2024-10-18,2024-11-12,2024-11-03
218,Redesign do app mobile #0218,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Desenvolvimento,Tatiana Ramos,2024-12-04,2024-12-24,2024-12-10
219,Monitoramento de integrações #0219,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Melhoria,Paulo Martins,2024-06-28,2024-07-22,2024-07-01
220,Governança de dados mestres #0220,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Desenvolvimento,Nelson Gomes,2024-09-11,2024-09-19,2024-09-16
221,Análise de score de crédito #0221,Squad Crédito,Produtos Financeiros,Em Andamento,Média,3,20,Desenvolvimento,Felipe Santos,2025-01-03,2025-01-24,
222,Análise de vulnerabilidades #0222,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Bug,Lucas Pereira,2024-11-14,2024-11-23,2024-11-29
223,Dashboard de inadimplência #0223,Squad Crédito,Produtos Financeiros,Concluído,Baixa,4,30,Melhoria,Elena Ferreira,2025-01-17,2025-02-20,2025-03-05
224,Integração com sistema legado #0224,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Bug,Sergio Dias,2024-03-24,2024-04-28,2024-04-01
225,Design system atualizado #0225,Squad Experiência,Experiência do Cliente,Concluído,Baixa,4,30,Desenvolvimento,Vera Lopes,2024-06-02,2024-07-02,2024-06-06
226,Dashboard de inadimplência #0226,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Felipe Santos,2025-04-01,2025-04-19,2025-04-16
227,Revisão de regras de aprovação #0227,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Carla Mendes,2024-01-23,2024-02-16,2024-01-30
228,Implementar novo gateway #0228,Squad Pagamentos,Produtos Financeiros,Cancelado,Média,3,20,Bug,Carla Mendes,2024-03-02,2024-03-21,2024-03-12
229,Implementar novo gateway #0229,Squad Pagamentos,Produtos Financeiros,Cancelado,Alta,2,10,Melhoria,Carla Mendes,2025-03-06,2025-03-19,2025-03-13
230,Atualização do fluxo de liquidação #0230,Squad Pagamentos,Produtos Financeiros,Concluído,Baixa,4,30,Infraestrutura,Ana Silva,2024-12-22,2025-01-20,2025-01-08
231,Monitoramento de integrações #0231,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Paulo Martins,2024-11-01,2024-11-16,2024-11-10
232,Design system atualizado #0232,Squad Experiência,Experiência do Cliente,Aberto,Alta,2,10,Manutenção,Ulisses Faria,2024-07-12,2024-07-21,
233,Melhoria no fluxo de boas-vindas #0233,Squad Onboarding,Experiência do Cliente,Em Andamento,Média,3,20,Infraestrutura,Gabriela Lima,2024-09-03,2024-09-24,
234,Implementação de Pix agendado #0234,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Ana Silva,2024-09-07,2024-09-25,2024-09-14
235,Otimização de performance UX #0235,Squad Experiência,Experiência do Cliente,Concluído,Crítica,1,5,Melhoria,Ulisses Faria,2024-08-27,2024-09-04,2024-09-18
236,Modelagem de risco de crédito #0236,Squad Crédito,Produtos Financeiros,Concluído,Baixa,4,30,Compliance,Felipe Santos,2024-08-14,2024-09-17,2024-08-26
237,Implementação de data quality #0237,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Nelson Gomes,2025-01-25,2025-02-17,2025-02-04
238,Implementar novo gateway #0238,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Ana Silva,2024-11-03,2024-11-23,2024-12-02
239,Implementação de IaC #0239,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Média,3,20,Desenvolvimento,Wagner Teixeira,2024-09-18,2024-10-09,2024-10-03
240,Validação de documentos KYC #0240,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Bug,Gabriela Lima,2024-10-01,2024-10-25,2024-10-04
241,Atualização de middleware #0241,Squad Integrações,Tecnologia e Infraestrutura,Bloqueado,Média,3,20,Bug,Paulo Martins,2025-05-05,2025-05-26,
242,Modelagem de risco de crédito #0242,Squad Crédito,Produtos Financeiros,Bloqueado,Baixa,4,30,Desenvolvimento,Diego Rocha,2024-04-30,2024-06-04,
243,Governança de dados mestres #0243,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Infraestrutura,Olivia Castro,2024-11-25,2024-12-07,2024-12-01
244,Revisão de limites automáticos #0244,Squad Crédito,Produtos Financeiros,Bloqueado,Média,3,20,Melhoria,Diego Rocha,2025-04-25,2025-05-18,
245,Formulário adaptativo de abertura de conta #0245,Squad Onboarding,Experiência do Cliente,Concluído,Crítica,1,5,Infraestrutura,Isabela Nunes,2024-05-29,2024-06-01,2024-06-11
246,Otimização do onboarding mobile #0246,Squad Onboarding,Experiência do Cliente,Concluído,Alta,2,10,Manutenção,Henrique Alves,2024-09-08,2024-09-23,2024-09-29
247,Versionamento de contratos de API #0247,Squad Integrações,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Bug,Sergio Dias,2025-05-17,2025-06-11,
248,Jornada de cadastro digital #0248,Squad Onboarding,Experiência do Cliente,Concluído,Alta,2,10,Melhoria,Gabriela Lima,2024-03-01,2024-03-09,2024-03-02
249,Melhoria no fluxo de boas-vindas #0249,Squad Onboarding,Experiência do Cliente,Concluído,Baixa,4,30,Desenvolvimento,Isabela Nunes,2024-06-03,2024-07-01,2024-06-05
250,Catálogo de dados do domínio #0250,Squad Dados,Data & Analytics,Aberto,Baixa,4,30,Infraestrutura,Olivia Castro,2025-05-14,2025-06-11,
251,Validação de documentos KYC #0251,Squad Onboarding,Experiência do Cliente,Concluído,Crítica,1,5,Bug,Isabela Nunes,2024-10-20,2024-10-23,2024-10-22
252,Implementar novo gateway #0252,Squad Pagamentos,Produtos Financeiros,Concluído,Crítica,1,5,Desenvolvimento,Ana Silva,2024-09-15,2024-09-23,2024-09-21
253,Atualização de certificados SSL #0253,Squad Segurança,Tecnologia e Infraestrutura,Em Andamento,Alta,2,10,Bug,Karina Souza,2024-03-23,2024-03-31,
254,Melhoria no fluxo de boas-vindas #0254,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Melhoria,Isabela Nunes,2024-06-24,2024-07-13,2024-07-05
255,Renovação de licenças #0255,Squad Infraestrutura,Tecnologia e Infraestrutura,Bloqueado,Baixa,4,30,Infraestrutura,Wagner Teixeira,2024-08-23,2024-09-23,
256,Melhoria de acessibilidade #0256,Squad Experiência,Experiência do Cliente,Concluído,Média,3,20,Desenvolvimento,Tatiana Ramos,2024-10-14,2024-11-01,2024-11-02
257,Monitoramento de SLA por squad #0257,Squad Dados,Data & Analytics,Concluído,Média,3,20,Bug,Nelson Gomes,2024-03-19,2024-04-10,2024-04-01
258,Pesquisa de satisfação NPS #0258,Squad Experiência,Experiência do Cliente,Em Andamento,Alta,2,10,Bug,Tatiana Ramos,2024-03-21,2024-04-03,
259,Revisão de limites automáticos #0259,Squad Crédito,Produtos Financeiros,Aberto,Crítica,1,5,Melhoria,Felipe Santos,2025-02-10,2025-02-18,
260,Integração com sistema legado #0260,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Desenvolvimento,Sergio Dias,2025-01-19,2025-02-12,2025-02-01
261,API Gateway para parceiros #0261,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Paulo Martins,2024-03-25,2024-04-06,2024-04-05
262,Integração com sistema legado #0262,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Paulo Martins,2024-11-11,2024-11-26,2024-11-14
263,Revisão de regras de aprovação #0263,Squad Pagamentos,Produtos Financeiros,Em Andamento,Média,3,20,Melhoria,Bruno Costa,2024-04-15,2024-05-03,
264,Revisão de regras de aprovação #0264,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Manutenção,Bruno Costa,2024-01-13,2024-02-04,2024-02-16
265,Otimização de performance UX #0265,Squad Experiência,Experiência do Cliente,Em Andamento,Baixa,4,30,Melhoria,Tatiana Ramos,2025-01-24,2025-02-23,
266,Atualização de política de concessão #0266,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Elena Ferreira,2025-03-07,2025-03-19,2025-03-12
267,Versionamento de contratos de API #0267,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Melhoria,Renata Barbosa,2024-04-19,2024-05-09,2024-05-15
268,Dashboard de KPIs executivos #0268,Squad Dados,Data & Analytics,Concluído,Baixa,4,30,Manutenção,Nelson Gomes,2025-03-16,2025-04-15,2025-04-08
269,Atualização de certificados SSL #0269,Squad Segurança,Tecnologia e Infraestrutura,Cancelado,Alta,2,10,Manutenção,Karina Souza,2024-10-25,2024-11-09,2024-11-15
270,Modelagem de risco de crédito #0270,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Manutenção,Felipe Santos,2024-07-23,2024-08-12,2024-08-07
271,Revisão de limites automáticos #0271,Squad Crédito,Produtos Financeiros,Em Andamento,Média,3,20,Bug,Diego Rocha,2025-02-22,2025-03-19,
272,Dashboard de inadimplência #0272,Squad Crédito,Produtos Financeiros,Cancelado,Média,3,20,Bug,Elena Ferreira,2024-03-16,2024-04-10,2024-03-29
273,Monitoramento de SLA por squad #0273,Squad Dados,Data & Analytics,Concluído,Baixa,4,30,Bug,Olivia Castro,2024-02-07,2024-03-11,2024-03-21
274,Redução de fricção no checkout #0274,Squad Experiência,Experiência do Cliente,Concluído,Alta,2,10,Desenvolvimento,Vera Lopes,2024-12-29,2025-01-08,2025-01-05
275,Formulário adaptativo de abertura de conta #0275,Squad Onboarding,Experiência do Cliente,Concluído,Média,3,20,Desenvolvimento,Gabriela Lima,2024-09-21,2024-10-12,2024-10-10
276,Pipeline de dados de transações #0276,Squad Dados,Data & Analytics,Em Andamento,Média,3,20,Manutenção,Olivia Castro,2025-05-27,2025-06-16,
277,Análise de vulnerabilidades #0277,Squad Segurança,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Infraestrutura,João Cardoso,2024-04-28,2024-05-08,2024-05-02
278,Implementação de MFA #0278,Squad Segurança,Tecnologia e Infraestrutura,Aberto,Média,3,20,Manutenção,Lucas Pereira,2025-04-08,2025-05-01,
279,Documentação de APIs internas #0279,Squad Integrações,Tecnologia e Infraestrutura,Bloqueado,Alta,2,10,Bug,Sergio Dias,2024-04-21,2024-05-01,
280,Atualização de política de concessão #0280,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Desenvolvimento,Felipe Santos,2025-03-12,2025-03-27,2025-03-15
281,Dashboard de KPIs executivos #0281,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Olivia Castro,2024-07-21,2024-08-15,2024-08-13
282,Revisão de limites automáticos #0282,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Bug,Diego Rocha,2024-04-14,2024-05-04,2024-04-18
283,Catálogo de dados do domínio #0283,Squad Dados,Data & Analytics,Concluído,Média,3,20,Compliance,Nelson Gomes,2025-02-01,2025-02-25,2025-02-16
284,Atualização do fluxo de liquidação #0284,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Carla Mendes,2024-03-27,2024-04-16,2024-03-31
285,Formulário adaptativo de abertura de conta #0285,Squad Onboarding,Experiência do Cliente,Concluído,Alta,2,10,Manutenção,Isabela Nunes,2024-05-21,2024-06-04,2024-05-30
286,Otimização de performance UX #0286,Squad Experiência,Experiência do Cliente,Em Andamento,Baixa,4,30,Desenvolvimento,Tatiana Ramos,2025-05-16,2025-06-17,
287,Pesquisa de satisfação NPS #0287,Squad Experiência,Experiência do Cliente,Em Andamento,Média,3,20,Infraestrutura,Tatiana Ramos,2025-05-11,2025-05-31,
288,Migração para cloud #0288,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Média,3,20,Melhoria,Yuri Fernandes,2025-05-18,2025-06-11,2025-05-24
289,Catálogo de dados do domínio #0289,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Marina Oliveira,2024-10-08,2024-10-29,2024-10-23
290,Migração de SOAP para REST #0290,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Média,3,20,Melhoria,Paulo Martins,2024-04-26,2024-05-18,2024-05-24
291,Redução de fricção no checkout #0291,Squad Experiência,Experiência do Cliente,Em Andamento,Crítica,1,5,Bug,Vera Lopes,2024-08-11,2024-08-20,
292,Automação de relatório executivo #0292,Squad Dados,Data & Analytics,Em Andamento,Alta,2,10,Infraestrutura,Marina Oliveira,2025-04-05,2025-04-17,
293,Revisão de regras de aprovação #0293,Squad Pagamentos,Produtos Financeiros,Bloqueado,Baixa,4,30,Desenvolvimento,Ana Silva,2024-08-02,2024-09-04,
294,Governança de dados mestres #0294,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Desenvolvimento,Marina Oliveira,2024-07-30,2024-08-07,2024-08-02
295,Migração para cloud #0295,Squad Infraestrutura,Tecnologia e Infraestrutura,Cancelado,Alta,2,10,Melhoria,Yuri Fernandes,2024-04-07,2024-04-17,2024-05-02
296,Implementação de IaC #0296,Squad Infraestrutura,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Desenvolvimento,Wagner Teixeira,2024-09-12,2024-10-12,2024-10-25
297,Implementação de data quality #0297,Squad Dados,Data & Analytics,Concluído,Média,3,20,Melhoria,Nelson Gomes,2025-02-28,2025-03-24,2025-03-03
298,Pipeline de dados de transações #0298,Squad Dados,Data & Analytics,Em Andamento,Alta,2,10,Infraestrutura,Nelson Gomes,2025-04-10,2025-04-25,
299,Redução de fricção no checkout #0299,Squad Experiência,Experiência do Cliente,Concluído,Baixa,4,30,Desenvolvimento,Ulisses Faria,2025-01-01,2025-01-30,2025-01-15
300,Análise de score de crédito #0300,Squad Crédito,Produtos Financeiros,Concluído,Alta,2,10,Bug,Elena Ferreira,2024-05-13,2024-05-28,2024-06-10
301,Atualização do fluxo de liquidação #0301,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Ana Silva,2024-05-07,2024-05-27,2024-05-21
302,Configuração de DR #0302,Squad Infraestrutura,Tecnologia e Infraestrutura,Em Andamento,Baixa,4,30,Infraestrutura,Xenia Campos,2024-06-11,2024-07-13,
303,Atualização de política de concessão #0303,Squad Crédito,Produtos Financeiros,Concluído,Média,3,20,Infraestrutura,Diego Rocha,2024-02-23,2024-03-18,2024-03-31
304,Validação de documentos KYC #0304,Squad Onboarding,Experiência do Cliente,Em Andamento,Crítica,1,5,Desenvolvimento,Gabriela Lima,2025-05-03,2025-05-07,
305,Implementação de data quality #0305,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Nelson Gomes,2024-05-03,2024-05-27,2024-05-11
306,Atualização do fluxo de liquidação #0306,Squad Pagamentos,Produtos Financeiros,Concluído,Baixa,4,30,Desenvolvimento,Bruno Costa,2024-11-02,2024-12-02,2024-12-16
307,Monitoramento de SLA por squad #0307,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Olivia Castro,2024-01-09,2024-01-29,2024-02-09
308,Integração de API de Pagamentos #0308,Squad Pagamentos,Produtos Financeiros,Em Andamento,Média,3,20,Bug,Ana Silva,2024-03-29,2024-04-17,
309,Catálogo de dados do domínio #0309,Squad Dados,Data & Analytics,Concluído,Média,3,20,Compliance,Nelson Gomes,2024-05-23,2024-06-13,2024-06-10
310,Monitoramento de SLA por squad #0310,Squad Dados,Data & Analytics,Concluído,Média,3,20,Bug,Olivia Castro,2024-01-28,2024-02-19,2024-02-04
311,Redução de abandono no cadastro #0311,Squad Onboarding,Experiência do Cliente,Em Andamento,Média,3,20,Bug,Gabriela Lima,2025-05-21,2025-06-14,
312,Automação de relatório executivo #0312,Squad Dados,Data & Analytics,Em Andamento,Crítica,1,5,Infraestrutura,Marina Oliveira,2025-01-04,2025-01-12,
313,Redesign do app mobile #0313,Squad Experiência,Experiência do Cliente,Aberto,Média,3,20,Melhoria,Tatiana Ramos,2025-04-27,2025-05-16,
314,Revisão de regras de aprovação #0314,Squad Pagamentos,Produtos Financeiros,Em Andamento,Alta,2,10,Infraestrutura,Bruno Costa,2025-06-02,2025-06-14,
315,Integração com sistema legado #0315,Squad Integrações,Tecnologia e Infraestrutura,Em Andamento,Média,3,20,Manutenção,Sergio Dias,2024-06-05,2024-06-27,
316,Monitoramento de SLA por squad #0316,Squad Dados,Data & Analytics,Concluído,Alta,2,10,Bug,Olivia Castro,2024-11-30,2024-12-14,2024-12-25
317,Implementação de data quality #0317,Squad Dados,Data & Analytics,Em Andamento,Alta,2,10,Manutenção,Marina Oliveira,2024-02-29,2024-03-11,
318,Atualização do fluxo de liquidação #0318,Squad Pagamentos,Produtos Financeiros,Aberto,Média,3,20,Desenvolvimento,Carla Mendes,2024-06-28,2024-07-17,
319,API Gateway para parceiros #0319,Squad Integrações,Tecnologia e Infraestrutura,Aberto,Alta,2,10,Compliance,Sergio Dias,2025-06-13,2025-06-25,
320,Atualização de middleware #0320,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Baixa,4,30,Bug,Paulo Martins,2024-01-31,2024-03-04,2024-02-05
321,Versionamento de contratos de API #0321,Squad Integrações,Tecnologia e Infraestrutura,Aberto,Média,3,20,Desenvolvimento,Renata Barbosa,2025-06-07,2025-06-30,
322,Dashboard de KPIs executivos #0322,Squad Dados,Data & Analytics,Concluído,Média,3,20,Desenvolvimento,Marina Oliveira,2024-04-28,2024-05-19,2024-04-29
323,Correção de divergência em pagamentos #0323,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Infraestrutura,Ana Silva,2024-02-06,2024-03-01,2024-03-01
324,Integração com bureau de crédito #0324,Squad Crédito,Produtos Financeiros,Concluído,Crítica,1,5,Manutenção,Felipe Santos,2024-02-23,2024-02-28,2024-02-24
325,Correção de divergência em pagamentos #0325,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Desenvolvimento,Bruno Costa,2024-12-01,2024-12-20,2024-12-08
326,Catálogo de dados do domínio #0326,Squad Dados,Data & Analytics,Cancelado,Alta,2,10,Melhoria,Nelson Gomes,2025-01-12,2025-01-27,2025-02-08
327,Atualização de middleware #0327,Squad Integrações,Tecnologia e Infraestrutura,Concluído,Alta,2,10,Desenvolvimento,Renata Barbosa,2024-01-25,2024-02-05,2024-01-26
328,Implementar novo gateway #0328,Squad Pagamentos,Produtos Financeiros,Concluído,Média,3,20,Bug,Carla Mendes,2024-11-10,2024-11-29,2024-12-06
329,Implementação de IaC #0329,Squad Infraestrutura,Tecnologia e Infraestrutura,Bloqueado,Baixa,4,30,Desenvolvimento,Xenia Campos,2024-04-05,2024-05-03,
330,Pipeline de dados de transações #0330,Squad Dados,Data & Analytics,Concluído,Média,3,20,Manutenção,Olivia Castro,2024-03-27,2024-04-15,2024-04-09
331,Implementação de data quality #0331,Squad Dados,Data & Analytics,Concluído,Crítica,1,5,Bug,Marina Oliveira,2024-08-30,2024-09-06,2024-09-06
